transform,dataset,image_path,mse,psnr,compression_ratio,direct_compression_ratio,original_entropy,transformed_entropy,quantized_entropy,quantization_scale,encode_ms,decode_ms,error
SP,SquaredAerialImages,Datasets/SquaredAerialImages/15.png,75.0924,29.3748,3.33686,4.23916,7.43486,5.22871,1.54775,2.4134045000000004,9030.34,3184.77,
SP,SquaredAerialImages,Datasets/SquaredAerialImages/15.png,97.2647,28.2513,4.10288,5.00721,7.43486,5.22871,1.12766,3.137425850000001,9188.02,3119.26,
SP,SquaredAerialImages,Datasets/SquaredAerialImages/15.png,60.2984,30.3277,3.10391,4.0014,7.43486,5.22871,1.71131,1.8564650000000003,9329.92,3224.16,
SP,SquaredAerialImages,Datasets/SquaredAerialImages/15.png,122.635,27.2447,4.49883,5.43909,7.43486,5.22871,0.91662,4.078653605000001,9187.68,3104.13,
SP,SquaredAerialImages,Datasets/SquaredAerialImages/15.png,157.78,26.1503,5.05611,5.87503,7.43486,5.22871,0.727107,5.3022496865000015,9075.21,3091.62,
SP,SquaredAerialImages,Datasets/SquaredAerialImages/15.png,196.444,25.1984,5.62364,6.33234,7.43486,5.22871,0.551976,8.960801970185003,8956.84,3068.97,
SP,SquaredAerialImages,Datasets/SquaredAerialImages/15.png,174.003,25.7252,5.33348,6.09855,7.43486,5.22871,0.641222,6.892924592450003,9009.68,3086.2,
SP,SquaredAerialImages,Datasets/SquaredAerialImages/15.png,355.695,22.62,7.15895,7.4573,7.43486,5.22871,0.176056,33.27083045915901,8834.03,3036.79,
SP,SquaredAerialImages,Datasets/SquaredAerialImages/15.png,227.69,24.5574,5.97902,6.57557,7.43486,5.22871,0.462285,11.649042561240504,9020.98,3068.06,
SP,SquaredAerialImages,Datasets/SquaredAerialImages/15.png,262.217,23.9442,6.52294,6.98231,7.43486,5.22871,0.331189,15.143755329612656,9004.24,3041.95,
SP,SquaredAerialImages,Datasets/SquaredAerialImages/15.png,325.731,23.0022,7.00633,7.35402,7.43486,5.22871,0.210218,25.59294650704539,9009.28,3039.86,
SP,SquaredAerialImages,Datasets/SquaredAerialImages/15.png,381.9,22.3113,7.27821,7.52948,7.43486,5.22871,0.152318,43.25207959690672,9003.69,3015.02,
SP,SquaredAerialImages,Datasets/SquaredAerialImages/15.png,289.673,23.5117,6.69537,7.14088,7.43486,5.22871,0.276927,19.686881928496454,9144.64,3024.99,
SP,SquaredAerialImages,Datasets/SquaredAerialImages/15.png,452.704,21.5727,7.57554,7.73705,7.43486,5.22871,0.0876327,73.09601451877235,8976.26,3008.58,
SP,SquaredAerialImages,Datasets/SquaredAerialImages/15.png,420.165,21.8966,7.50026,7.67985,7.43486,5.22871,0.107067,56.22770347597873,9164.09,3016.11,
DCT,SquaredAerialImages,Datasets/SquaredAerialImages/17.png,17.2777,35.7559,3.27347,3.47111,7.35337,4.65448,2.21076,0.17279999999999998,14578.0,9949.51,
DCT,SquaredAerialImages,Datasets/SquaredAerialImages/17.png,14.6732,36.4656,2.9234,3.20441,7.35337,4.65448,2.4406,0.144,14991.8,10049.4,
DCT,SquaredAerialImages,Datasets/SquaredAerialImages/17.png,12.4601,37.1756,2.63741,2.95428,7.35337,4.65448,2.67459,0.12,15679.4,10125.5,
DCT,SquaredAerialImages,Datasets/SquaredAerialImages/17.png,10.5393,37.9027,2.35648,2.7051,7.35337,4.65448,2.93836,0.1,15658.3,10235.8,
DCT,SquaredAerialImages,Datasets/SquaredAerialImages/17.png,27.1356,33.7954,4.45702,4.26563,7.35337,4.65448,1.65625,0.29859839999999993,13563.2,9693.65,
DCT,SquaredAerialImages,Datasets/SquaredAerialImages/17.png,20.2023,35.0768,3.62224,3.7284,7.35337,4.65448,2.01574,0.20736,14076.0,9826.41,
DCT,SquaredAerialImages,Datasets/SquaredAerialImages/17.png,23.3809,34.4422,3.95041,3.96076,7.35337,4.65448,1.8564,0.24883199999999994,13919.3,9793.46,
DCT,SquaredAerialImages,Datasets/SquaredAerialImages/17.png,31.1656,33.1941,4.96918,4.54953,7.35337,4.65448,1.48702,0.3583180799999999,13683.2,9627.36,
DCT,SquaredAerialImages,Datasets/SquaredAerialImages/17.png,35.8359,32.5876,5.58062,4.85629,7.35337,4.65448,1.31837,0.42998169599999986,12736.3,9686.86,
DCT,SquaredAerialImages,Datasets/SquaredAerialImages/17.png,50.7327,31.0779,7.73743,5.66867,7.35337,4.65448,0.928943,0.7430083706879997,12741.7,9503.88,
DCT,SquaredAerialImages,Datasets/SquaredAerialImages/17.png,40.6961,32.0353,6.2268,5.13042,7.35337,4.65448,1.17939,0.5159780351999999,13252.9,9632.76,
DCT,SquaredAerialImages,Datasets/SquaredAerialImages/17.png,45.4993,31.5508,6.94133,5.40477,7.35337,4.65448,1.04901,0.6191736422399998,13149.1,9604.4,
DCT,SquaredAerialImages,Datasets/SquaredAerialImages/17.png,107.562,27.8142,18.3956,7.21034,7.35337,4.65448,0.32029,3.1947999937062272,11479.1,9311.17,
DCT,SquaredAerialImages,Datasets/SquaredAerialImages/17.png,61.7556,30.224,9.61867,6.15554,7.35337,4.65448,0.722017,1.0699320537907195,12363.4,9446.03,
DCT,SquaredAerialImages,Datasets/SquaredAerialImages/17.png,81.0075,29.0455,13.319,6.77031,7.35337,4.65448,0.480567,1.8488425889503632,12323.6,9372.75,
DCT,SquaredAerialImages,Datasets/SquaredAerialImages/17.png,73.962,29.4407,11.9671,6.5835,7.35337,4.65448,0.552069,1.540702157458636,12416.7,9390.12,
DCT,SquaredAerialImages,Datasets/SquaredAerialImages/17.png,67.7552,29.8214,10.7407,6.37939,7.35337,4.65448,0.632501,1.2839184645488633,12513.6,9384.92,
DCT,SquaredAerialImages,Datasets/SquaredAerialImages/17.png,56.2929,30.6263,8.64715,5.92652,7.35337,4.65448,0.816292,0.8916100448255997,12627.9,9448.53,
DCT,SquaredAerialImages,Datasets/SquaredAerialImages/17.png,88.8608,28.6437,14.8774,6.9346,7.35337,4.65448,0.419218,2.2186111067404357,12112.9,9278.97,
DCT,SquaredAerialImages,Datasets/SquaredAerialImages/17.png,97.3057,28.2494,16.5151,7.07439,7.35337,4.65448,0.368913,2.662333328088523,11917.0,9321.45,
DFT,SquaredAerialImages,Datasets/SquaredAerialImages/17.png,0.990888,48.1706,0.593892,0.681099,7.35337,3.86507,3.86507,0.7692307692307692,10222.4,4015.09,
DFT,SquaredAerialImages,Datasets/SquaredAerialImages/17.png,0.87331,48.7191,0.641321,0.73359,7.35337,3.86507,3.58685,1.3,10232.3,3967.62,
DFT,SquaredAerialImages,Datasets/SquaredAerialImages/17.png,0.926557,48.4621,0.68646,0.782484,7.35337,3.86507,3.35312,1.6900000000000002,10162.3,3957.72,
DFT,SquaredAerialImages,Datasets/SquaredAerialImages/17.png,0.208688,54.9358,0.600056,0.681099,7.35337,3.86507,3.86507,1.0,10691.3,4015.73,
DFT,SquaredAerialImages,Datasets/SquaredAerialImages/17.png,3.95243,42.1622,1.12381,1.26423,7.35337,3.86507,2.03682,4.826809000000001,8475.87,3600.6,
DFT,SquaredAerialImages,Datasets/SquaredAerialImages/17.png,1.31824,46.9309,0.811441,0.923966,7.35337,3.86507,2.85033,2.197,8801.36,3780.05,
DFT,SquaredAerialImages,Datasets/SquaredAerialImages/17.png,2.11583,44.876,0.867515,1.00345,7.35337,3.86507,2.63824,2.8561000000000005,8895.81,3752.42,
DFT,SquaredAerialImages,Datasets/SquaredAerialImages/17.png,2.21052,44.6859,0.923124,1.07768,7.35337,3.86507,2.45422,3.7129300000000005,9073.67,3732.88,
DFT,SquaredAerialImages,Datasets/SquaredAerialImages/17.png,82.121,28.9863,4.99198,2.46288,7.35337,3.86507,0.304873,39.37376385699291,6240.44,2844.74,
DFT,SquaredAerialImages,Datasets/SquaredAerialImages/17.png,62.1167,30.1987,4.07119,2.38183,7.35337,3.86507,0.416423,30.287510659225312,6332.04,2889.21,
DFT,SquaredAerialImages,Datasets/SquaredAerialImages/17.png,104.624,27.9345,6.45198,2.52874,7.35337,3.86507,0.206389,51.18589301409078,6179.7,2827.9,
DFT,SquaredAerialImages,Datasets/SquaredAerialImages/17.png,147.32,26.4482,9.55266,2.60239,7.35337,3.86507,0.0970238,86.50415919381344,5941.87,2765.26,
DFT,SquaredAerialImages,Datasets/SquaredAerialImages/17.png,167.826,25.8822,10.6252,2.62181,7.35337,3.86507,0.0721993,112.45540695195746,5696.84,2766.54,
DFT,SquaredAerialImages,Datasets/SquaredAerialImages/17.png,126.244,27.1187,8.06423,2.57191,7.35337,3.86507,0.138296,66.54166091831802,6220.09,2801.12,
DFT,SquaredAerialImages,Datasets/SquaredAerialImages/17.png,44.8306,31.6151,3.21696,2.2543,7.35337,3.86507,0.591864,23.29808512248101,6571.59,2934.17,
DFT,SquaredAerialImages,Datasets/SquaredAerialImages/17.png,14.3268,36.5693,1.85766,1.78112,7.35337,3.86507,1.19473,10.604499373000003,7086.9,3173.23,
DFT,SquaredAerialImages,Datasets/SquaredAerialImages/17.png,20.7871,34.9529,2.12646,1.9337,7.35337,3.86507,1.01237,13.785849184900005,7132.18,3114.87,
DFT,SquaredAerialImages,Datasets/SquaredAerialImages/17.png,30.2282,33.3267,2.58077,2.0986,7.35337,3.86507,0.798128,17.921603940370005,7026.12,3034.46,
DFT,SquaredAerialImages,Datasets/SquaredAerialImages/17.png,9.84829,38.1972,1.60214,1.62029,7.35337,3.86507,1.41216,8.157307210000003,7559.31,3247.81,
DFT,SquaredAerialImages,Datasets/SquaredAerialImages/17.png,6.19216,40.2124,1.34981,1.44279,7.35337,3.86507,1.69861,6.274851700000002,7784.07,3328.68,
HAAR,SquaredAerialImages,Datasets/SquaredAerialImages/17.png,7.86362,39.1746,1.75326,2.09594,7.35337,6.02697,3.74859,1.6900000000000002,10528.1,3523.87,
HAAR,SquaredAerialImages,Datasets/SquaredAerialImages/17.png,7.57459,39.3372,1.60749,1.91571,7.35337,6.02697,4.13666,1.3,10674.2,3634.51,
HAAR,SquaredAerialImages,Datasets/SquaredAerialImages/17.png,7.50219,39.3789,1.48278,1.73272,7.35337,6.02697,4.57432,1.0,10866.3,3649.26,
HAAR,SquaredAerialImages,Datasets/SquaredAerialImages/17.png,7.38898,39.445,1.39102,1.63146,7.35337,6.02697,4.86649,0.7692307692307692,11132.6,3706.07,
HAAR,SquaredAerialImages,Datasets/SquaredAerialImages/17.png,8.80025,38.6859,2.0843,2.58893,7.35337,6.02697,3.05781,2.8561000000000005,9784.93,3515.83,
HAAR,SquaredAerialImages,Datasets/SquaredAerialImages/17.png,11.8797,37.3827,2.58088,3.33344,7.35337,6.02697,2.35649,4.826809000000001,9418.06,3419.48,
HAAR,SquaredAerialImages,Datasets/SquaredAerialImages/17.png,8.10974,39.0407,1.90495,2.31579,7.35337,6.02697,3.39487,2.197,10128.2,3542.41,
HAAR,SquaredAerialImages,Datasets/SquaredAerialImages/17.png,10.0314,38.1172,2.32334,2.88865,7.35337,6.02697,2.68405,3.7129300000000005,9921.75,3445.07,
HAAR,SquaredAerialImages,Datasets/SquaredAerialImages/17.png,19.8745,35.1479,3.60177,4.59845,7.35337,6.02697,1.58254,8.157307210000003,8653.71,3267.45,
HAAR,SquaredAerialImages,Datasets/SquaredAerialImages/17.png,25.7296,34.0265,4.1719,5.19334,7.35337,6.02697,1.28649,10.604499373000003,8638.0,3257.22,
HAAR,SquaredAerialImages,Datasets/SquaredAerialImages/17.png,15.3151,36.2796,3.04911,3.95928,7.35337,6.02697,1.94743,6.274851700000002,8937.29,3351.18,
HAAR,SquaredAerialImages,Datasets/SquaredAerialImages/17.png,108.469,27.7778,7.34064,7.61582,7.35337,6.02697,0.222666,51.18589301409078,8776.66,3135.01,
HAAR,SquaredAerialImages,Datasets/SquaredAerialImages/17.png,68.46,29.7764,6.60323,7.14204,7.35337,6.02697,0.438312,30.287510659225312,8827.57,3174.25,
HAAR,SquaredAerialImages,Datasets/SquaredAerialImages/17.png,53.6958,30.8314,6.09132,6.78544,7.35337,6.02697,0.587782,23.29808512248101,8895.73,3184.23,
HAAR,SquaredAerialImages,Datasets/SquaredAerialImages/17.png,32.7682,32.9763,4.83283,5.79123,7.35337,6.02697,1.01218,13.785849184900005,9052.92,3241.13,
HAAR,SquaredAerialImages,Datasets/SquaredAerialImages/17.png,41.67,31.9326,5.47102,6.31652,7.35337,6.02697,0.785979,17.921603940370005,9098.53,3206.48,
HAAR,SquaredAerialImages,Datasets/SquaredAerialImages/17.png,86.8056,28.7453,7.01708,7.4133,7.35337,6.02697,0.318914,39.37376385699291,9095.17,3180.43,
HAAR,SquaredAerialImages,Datasets/SquaredAerialImages/17.png,155.297,26.2192,7.74711,7.85654,7.35337,6.02697,0.0945793,86.50415919381344,8877.8,3129.4,
HAAR,SquaredAerialImages,Datasets/SquaredAerialImages/17.png,131.41,26.9445,7.57926,7.75964,7.35337,6.02697,0.148999,66.54166091831802,9026.06,3169.96,
HAAR,SquaredAerialImages,Datasets/SquaredAerialImages/17.png,176.478,25.6639,7.85223,7.91561,7.35337,6.02697,0.0586065,112.45540695195746,9202.16,3188.17,
SP,SquaredAerialImages,Datasets/SquaredAerialImages/17.png,24.8895,34.1706,2.74916,3.83455,7.35337,4.76725,1.86332,1.0985,9273.09,3295.86,
SP,SquaredAerialImages,Datasets/SquaredAerialImages/17.png,19.3178,35.2712,2.4705,3.30577,7.35337,4.76725,2.30639,0.8450000000000001,9456.55,3330.36,
SP,SquaredAerialImages,Datasets/SquaredAerialImages/17.png,10.3933,37.9633,1.80395,2.48612,7.35337,4.76725,3.20127,0.5,9365.48,3489.91,
SP,SquaredAerialImages,Datasets/SquaredAerialImages/17.png,12.153,37.284,1.88686,2.61713,7.35337,4.76725,3.03083,0.65,9440.94,3471.65,
SP,SquaredAerialImages,Datasets/SquaredAerialImages/17.png,43.3419,31.7617,3.72434,4.76938,7.35337,4.76725,1.27722,1.8564650000000003,8667.63,3154.85,
SP,SquaredAerialImages,Datasets/SquaredAerialImages/17.png,34.942,32.6973,3.24248,4.30957,7.35337,4.76725,1.53987,1.4280500000000003,8975.62,3219.3,
SP,SquaredAerialImages,Datasets/SquaredAerialImages/17.png,53.3135,30.8624,3.99089,5.0359,7.35337,4.76725,1.13482,2.4134045000000004,8802.67,3163.87,
SP,SquaredAerialImages,Datasets/SquaredAerialImages/17.png,67.9438,29.8093,4.84507,5.76356,7.35337,4.76725,0.813256,3.137425850000001,8949.96,3104.94,
SP,SquaredAerialImages,Datasets/SquaredAerialImages/17.png,84.2785,28.8736,5.28193,6.23104,7.35337,4.76725,0.620082,4.078653605000001,8931.5,3187.76,
SP,SquaredAerialImages,Datasets/SquaredAerialImages/17.png,113.257,27.5902,6.0491,6.73696,7.35337,4.76725,0.4335,6.892924592450003,8702.3,3144.8,
SP,SquaredAerialImages,Datasets/SquaredAerialImages/17.png,125.355,27.1494,6.30452,6.91344,7.35337,4.76725,0.370005,8.960801970185003,8771.69,3111.49,
SP,SquaredAerialImages,Datasets/SquaredAerialImages/17.png,104.327,27.9469,5.79149,6.55846,7.35337,4.76725,0.49547,5.3022496865000015,8883.36,3179.52,
SP,SquaredAerialImages,Datasets/SquaredAerialImages/17.png,179.9,25.5805,7.38295,7.62756,7.35337,4.76725,0.132481,25.59294650704539,8503.2,3118.13,
SP,SquaredAerialImages,Datasets/SquaredAerialImages/17.png,155.157,26.2231,7.02611,7.35389,7.35337,4.76725,0.223791,15.143755329612656,8712.59,3117.78,
SP,SquaredAerialImages,Datasets/SquaredAerialImages/17.png,139.774,26.6765,6.56476,7.05289,7.35337,4.76725,0.319483,11.649042561240504,8859.02,3134.41,
SP,SquaredAerialImages,Datasets/SquaredAerialImages/17.png,166.136,25.9262,7.15393,7.49111,7.35337,4.76725,0.176646,19.686881928496454,9055.33,3065.9,
SP,SquaredAerialImages,Datasets/SquaredAerialImages/17.png,214.622,24.8141,7.71481,7.81874,7.35337,4.76725,0.067606,56.22770347597873,8456.24,3046.88,
SP,SquaredAerialImages,Datasets/SquaredAerialImages/17.png,199.078,25.1406,7.55052,7.72003,7.35337,4.76725,0.0995053,43.25207959690672,8505.57,3024.19,
SP,SquaredAerialImages,Datasets/SquaredAerialImages/17.png,190.204,25.3386,7.48028,7.68525,7.35337,4.76725,0.112078,33.27083045915901,8578.85,3037.48,
SP,SquaredAerialImages,Datasets/SquaredAerialImages/17.png,225.744,24.5946,7.75857,7.85929,7.35337,4.76725,0.0526065,73.09601451877235,8718.1,3022.95,
DCT,SquaredAerialImages,Datasets/SquaredAerialImages/18.png,162.402,26.0249,4.20974,4.18843,7.65368,6.00993,1.7264,0.7430083706879997,55827.9,37346.8,
DCT,SquaredAerialImages,Datasets/SquaredAerialImages/18.png,138.213,26.7253,3.79365,3.90711,7.65368,6.00993,1.90757,0.6191736422399998,56340.1,37535.4,
DCT,SquaredAerialImages,Datasets/SquaredAerialImages/18.png,116.329,27.4739,3.43027,3.63409,7.65368,6.00993,2.09959,0.5159780351999999,56608.0,38077.8,
DCT,SquaredAerialImages,Datasets/SquaredAerialImages/18.png,77.3608,29.2456,2.80125,3.11669,7.65368,6.00993,2.52606,0.3583180799999999,60624.5,38743.2,
DCT,SquaredAerialImages,Datasets/SquaredAerialImages/18.png,95.5358,28.3291,3.09939,3.37303,7.65368,6.00993,2.30489,0.42998169599999986,58864.2,38429.8,
DCT,SquaredAerialImages,Datasets/SquaredAerialImages/18.png,29.12,33.4889,1.93935,2.2808,7.65368,6.00993,3.47643,0.17279999999999998,63337.9,40163.3,
DCT,SquaredAerialImages,Datasets/SquaredAerialImages/18.png,61.9008,30.2138,2.53862,2.88076,7.65368,6.00993,2.75705,0.29859839999999993,61447.4,39018.3,
DCT,SquaredAerialImages,Datasets/SquaredAerialImages/18.png,38.1682,32.3138,2.11874,2.46961,7.65368,6.00993,3.22519,0.20736,62272.7,39634.0,
DCT,SquaredAerialImages,Datasets/SquaredAerialImages/18.png,395.779,22.1563,10.1681,6.4708,7.65368,6.00993,0.642061,3.1947999937062272,46156.2,35916.1,
DCT,SquaredAerialImages,Datasets/SquaredAerialImages/18.png,22.3628,34.6356,1.79158,2.11136,7.65368,6.00993,3.72607,0.144,64832.9,40474.4,
DCT,SquaredAerialImages,Datasets/SquaredAerialImages/18.png,48.5937,31.265,2.29611,2.65354,7.65368,6.00993,3.00309,0.24883199999999994,62546.8,39375.4,
DCT,SquaredAerialImages,Datasets/SquaredAerialImages/18.png,267.828,23.8522,6.53215,5.38134,7.65368,6.00993,1.10006,1.540702157458636,49196.7,36537.5,
DCT,SquaredAerialImages,Datasets/SquaredAerialImages/18.png,359.653,22.572,9.03729,6.20899,7.65368,6.00993,0.744458,2.662333328088523,49429.9,35944.1,
DCT,SquaredAerialImages,Datasets/SquaredAerialImages/18.png,327.14,22.9835,8.13781,5.95099,7.65368,6.00993,0.850511,2.2186111067404357,49613.5,36088.5,
DCT,SquaredAerialImages,Datasets/SquaredAerialImages/18.png,17.2611,35.7601,1.66027,1.98428,7.65368,6.00993,3.98252,0.12,68343.2,40715.1,
DCT,SquaredAerialImages,Datasets/SquaredAerialImages/18.png,240.482,24.32,5.83262,5.08212,7.65368,6.00993,1.24084,1.2839184645488633,51816.4,36689.4,
DCT,SquaredAerialImages,Datasets/SquaredAerialImages/18.png,13.3245,36.8843,1.53923,1.8738,7.65368,6.00993,4.24695,0.1,69589.3,41576.3,
DCT,SquaredAerialImages,Datasets/SquaredAerialImages/18.png,213.56,24.8356,5.21636,4.78052,7.65368,6.00993,1.3933,1.0699320537907195,52524.1,36724.2,
DCT,SquaredAerialImages,Datasets/SquaredAerialImages/18.png,296.645,23.4084,7.30382,5.67135,7.65368,6.00993,0.969662,1.8488425889503632,52293.3,36280.5,
DCT,SquaredAerialImages,Datasets/SquaredAerialImages/18.png,187.963,25.3901,4.68961,4.48389,7.65368,6.00993,1.55193,0.8916100448255997,53292.8,36885.4,
DFT,SquaredAerialImages,Datasets/SquaredAerialImages/18.png,537.408,20.8278,4.77378,2.48531,7.65368,4.93961,0.304798,86.50415919381344,22504.5,11464.8,
DFT,SquaredAerialImages,Datasets/SquaredAerialImages/18.png,661.287,19.9269,6.41763,2.56088,7.65368,4.93961,0.189242,112.45540695195746,22315.5,11379.5,
DFT,SquaredAerialImages,Datasets/SquaredAerialImages/18.png,411.933,21.9825,3.64381,2.37232,7.65368,4.93961,0.467202,66.54166091831802,23600.3,11648.1,
DFT,SquaredAerialImages,Datasets/SquaredAerialImages/18.png,297.841,23.391,2.78765,2.21522,7.65368,4.93961,0.683129,51.18589301409078,24318.8,11946.3,
DFT,SquaredAerialImages,Datasets/SquaredAerialImages/18.png,200.193,25.1163,2.18643,2.03215,7.65368,4.93961,0.928657,39.37376385699291,26835.4,12454.2,
DFT,SquaredAerialImages,Datasets/SquaredAerialImages/18.png,129.17,27.0192,1.82013,1.84933,7.65368,4.93961,1.16974,30.287510659225312,28541.7,12728.2,
DFT,SquaredAerialImages,Datasets/SquaredAerialImages/18.png,79.7449,29.1138,1.49209,1.62844,7.65368,4.93961,1.47639,23.29808512248101,29456.8,13177.2,
DFT,SquaredAerialImages,Datasets/SquaredAerialImages/18.png,28.5359,33.5769,1.08592,1.2561,7.65368,4.93961,2.07525,13.785849184900005,32704.4,14428.1,
DFT,SquaredAerialImages,Datasets/SquaredAerialImages/18.png,17.6427,35.6651,0.971091,1.1329,7.65368,4.93961,2.33941,10.604499373000003,34120.9,14685.6,
DFT,SquaredAerialImages,Datasets/SquaredAerialImages/18.png,46.5996,31.447,1.25318,1.41942,7.65368,4.93961,1.78601,17.921603940370005,30655.7,14021.2,
DFT,SquaredAerialImages,Datasets/SquaredAerialImages/18.png,10.8772,37.7657,0.87104,1.01251,7.65368,4.93961,2.6129,8.157307210000003,35051.8,14877.0,
DFT,SquaredAerialImages,Datasets/SquaredAerialImages/18.png,4.69015,41.4189,0.708964,0.81955,7.65368,4.93961,3.23532,4.826809000000001,36347.2,15504.5,
DFT,SquaredAerialImages,Datasets/SquaredAerialImages/18.png,6.58733,39.9437,0.783974,0.904394,7.65368,4.93961,2.92121,6.274851700000002,36270.3,15254.7,
DFT,SquaredAerialImages,Datasets/SquaredAerialImages/18.png,0.208551,54.9387,0.479483,0.532863,7.65368,4.93961,4.93961,1.0,41569.9,16635.4,
DFT,SquaredAerialImages,Datasets/SquaredAerialImages/18.png,1.08261,47.7861,0.531896,0.595328,7.65368,4.93961,4.41499,1.6900000000000002,42873.8,16388.5,
DFT,SquaredAerialImages,Datasets/SquaredAerialImages/18.png,1.06555,47.8551,0.506799,0.566402,7.65368,4.93961,4.6432,1.3,42845.0,16489.4,
DFT,SquaredAerialImages,Datasets/SquaredAerialImages/18.png,2.66547,43.8731,0.640538,0.736911,7.65368,4.93961,3.58112,3.7129300000000005,39009.2,15823.8,
DFT,SquaredAerialImages,Datasets/SquaredAerialImages/18.png,2.32417,44.4681,0.605107,0.690134,7.65368,4.93961,3.81897,2.8561000000000005,39028.7,16020.7,
DFT,SquaredAerialImages,Datasets/SquaredAerialImages/18.png,1.57461,46.1591,0.573811,0.651714,7.65368,4.93961,4.05225,2.197,39215.5,16054.8,
DFT,SquaredAerialImages,Datasets/SquaredAerialImages/18.png,1.03269,47.9911,0.476289,0.532863,7.65368,4.93961,4.93961,0.7692307692307692,43888.3,16723.5,
HAAR,SquaredAerialImages,Datasets/SquaredAerialImages/18.png,32.5212,33.0091,2.43109,3.01561,7.65368,7.50179,2.61684,10.604499373000003,41073.8,13585.3,
HAAR,SquaredAerialImages,Datasets/SquaredAerialImages/18.png,22.4934,34.6102,2.1962,2.64103,7.65368,7.50179,2.96541,8.157307210000003,41213.0,13762.3,
HAAR,SquaredAerialImages,Datasets/SquaredAerialImages/18.png,48.2369,31.297,2.77331,3.46691,7.65368,7.50179,2.26476,13.785849184900005,41297.1,13426.4,
HAAR,SquaredAerialImages,Datasets/SquaredAerialImages/18.png,10.4571,37.9367,1.66776,1.93703,7.65368,7.50179,4.0839,3.7129300000000005,43916.8,14351.6,
HAAR,SquaredAerialImages,Datasets/SquaredAerialImages/18.png,12.5554,37.1425,1.81423,2.12522,7.65368,7.50179,3.7168,4.826809000000001,44002.8,14125.4,
HAAR,SquaredAerialImages,Datasets/SquaredAerialImages/18.png,16.2606,36.0195,1.98712,2.35356,7.65368,7.50179,3.3416,6.274851700000002,42027.8,13975.8,
HAAR,SquaredAerialImages,Datasets/SquaredAerialImages/18.png,423.327,21.864,6.43878,7.00711,7.65368,7.50179,0.523537,66.54166091831802,35271.6,12492.5,
HAAR,SquaredAerialImages,Datasets/SquaredAerialImages/18.png,9.09737,38.5416,1.54113,1.78052,7.65368,7.50179,4.46347,2.8561000000000005,46023.0,14364.6,
HAAR,SquaredAerialImages,Datasets/SquaredAerialImages/18.png,662.281,19.9204,7.3453,7.61453,7.65368,7.50179,0.232606,112.45540695195746,36543.1,12396.4,
HAAR,SquaredAerialImages,Datasets/SquaredAerialImages/18.png,318.143,23.1046,5.8291,6.55471,7.65368,7.50179,0.724422,51.18589301409078,36656.8,12615.4,
HAAR,SquaredAerialImages,Datasets/SquaredAerialImages/18.png,7.69494,39.2688,1.26363,1.42635,7.65368,7.50179,5.57636,1.3,47989.1,15123.9,
HAAR,SquaredAerialImages,Datasets/SquaredAerialImages/18.png,8.35455,38.9116,1.43738,1.64318,7.65368,7.50179,4.83546,2.197,47669.7,14691.7,
HAAR,SquaredAerialImages,Datasets/SquaredAerialImages/18.png,542.067,20.7903,6.94817,7.35917,7.65368,7.50179,0.359542,86.50415919381344,37060.7,12481.3,
HAAR,SquaredAerialImages,Datasets/SquaredAerialImages/18.png,7.53358,39.3608,1.18722,1.32617,7.65368,7.50179,5.99183,1.0,48884.5,15333.1,
HAAR,SquaredAerialImages,Datasets/SquaredAerialImages/18.png,72.4945,29.5278,3.22123,4.03841,7.65368,7.50179,1.92127,17.921603940370005,37811.9,13132.7,
HAAR,SquaredAerialImages,Datasets/SquaredAerialImages/18.png,230.598,24.5022,5.1338,5.99223,7.65368,7.50179,0.97068,39.37376385699291,37933.3,12599.6,
HAAR,SquaredAerialImages,Datasets/SquaredAerialImages/18.png,8.00537,39.097,1.34334,1.52379,7.65368,7.50179,5.20305,1.6900000000000002,49362.7,14903.3,
HAAR,SquaredAerialImages,Datasets/SquaredAerialImages/18.png,162.276,26.0283,4.43343,5.35785,7.65368,7.50179,1.25246,30.287510659225312,38761.9,12748.9,
HAAR,SquaredAerialImages,Datasets/SquaredAerialImages/18.png,110.385,27.7017,3.78376,4.69912,7.65368,7.50179,1.56663,23.29808512248101,39330.1,12871.7,
HAAR,SquaredAerialImages,Datasets/SquaredAerialImages/18.png,7.4855,39.3886,1.12543,1.26076,7.65368,7.50179,6.30513,0.7692307692307692,51035.2,15456.5,
SP,SquaredAerialImages,Datasets/SquaredAerialImages/18.png,397.284,22.1398,4.36353,5.33055,7.65368,6.10468,0.971053,6.892924592450003,38757.3,12728.9,
SP,SquaredAerialImages,Datasets/SquaredAerialImages/18.png,479.279,21.3249,4.86562,5.73383,7.65368,6.10468,0.789226,8.960801970185003,38832.5,12740.7,
SP,SquaredAerialImages,Datasets/SquaredAerialImages/18.png,170.002,25.8263,2.88,3.84994,7.65368,6.10468,1.82979,3.137425850000001,38819.3,13284.6,
SP,SquaredAerialImages,Datasets/SquaredAerialImages/18.png,328.617,22.9639,3.94258,4.96657,7.65368,6.10468,1.14647,5.3022496865000015,39665.0,12830.0,
SP,SquaredAerialImages,Datasets/SquaredAerialImages/18.png,231.373,24.4877,3.27809,4.32636,7.65368,6.10468,1.5062,4.078653605000001,39899.7,13124.7,
SP,SquaredAerialImages,Datasets/SquaredAerialImages/18.png,124.015,27.196,2.36164,3.16593,7.65368,6.10468,2.38377,2.4134045000000004,39629.1,13625.6,
