transform,dataset,image_path,mse,psnr,compression_ratio,direct_compression_ratio,original_entropy,transformed_entropy,quantized_entropy,quantization_scale,encode_ms,decode_ms,error
DCT,SquaredIconsSample,Datasets/SquaredIconsSample/182.png,12.821,37.0516,15.7538,6.90337,2.17261,1.32074,0.209677,1.8488425889503632,41.3037,33.9866,
DCT,SquaredIconsSample,Datasets/SquaredIconsSample/182.png,17.551,35.6878,17.8605,7.06207,2.17261,1.32074,0.170647,2.662333328088523,40.2916,33.3552,
DCT,SquaredIconsSample,Datasets/SquaredIconsSample/182.png,15.6915,36.1742,17.0667,6.98182,2.17261,1.32074,0.187454,2.2186111067404357,41.4984,33.5069,
DCT,SquaredIconsSample,Datasets/SquaredIconsSample/182.png,18.7227,35.4071,19.0807,7.12761,2.17261,1.32074,0.153976,3.1947999937062272,42.5523,34.0,
DFT,SquaredIconsSample,Datasets/SquaredIconsSample/182.png,0.42749,51.8215,1.5876,1.40466,2.17261,1.7043,1.26257,2.197,24.746,13.4436,
DFT,SquaredIconsSample,Datasets/SquaredIconsSample/182.png,0.0725098,59.5268,1.20188,1.129,2.17261,1.7043,1.7043,1.0,29.0691,12.7671,
DFT,SquaredIconsSample,Datasets/SquaredIconsSample/182.png,0.333496,52.8999,1.19208,1.129,2.17261,1.7043,1.7043,0.7692307692307692,28.7083,13.3777,
DFT,SquaredIconsSample,Datasets/SquaredIconsSample/182.png,0.319092,53.0916,1.37082,1.26108,2.17261,1.7043,1.53505,1.6900000000000002,28.3211,11.5657,
DFT,SquaredIconsSample,Datasets/SquaredIconsSample/182.png,0.287109,53.5503,1.28482,1.19766,2.17261,1.7043,1.6179,1.3,27.5201,13.3084,
DFT,SquaredIconsSample,Datasets/SquaredIconsSample/182.png,1.35278,46.8185,2.06869,1.71524,2.17261,1.7043,0.917321,4.826809000000001,24.3263,12.5895,
DFT,SquaredIconsSample,Datasets/SquaredIconsSample/182.png,3.46924,42.7285,2.69474,1.94307,2.17261,1.7043,0.616028,8.157307210000003,24.9996,11.7018,
DFT,SquaredIconsSample,Datasets/SquaredIconsSample/182.png,0.737305,49.4543,1.69818,1.49927,2.17261,1.7043,1.18667,2.8561000000000005,26.0452,12.5714,
DFT,SquaredIconsSample,Datasets/SquaredIconsSample/182.png,2.03003,45.0558,2.35402,1.82531,2.17261,1.7043,0.764745,6.274851700000002,24.5914,12.4605,
DFT,SquaredIconsSample,Datasets/SquaredIconsSample/182.png,0.71582,49.5828,1.79021,1.55623,2.17261,1.7043,1.13278,3.7129300000000005,25.6871,13.6004,
DFT,SquaredIconsSample,Datasets/SquaredIconsSample/182.png,4.82788,41.2932,2.98542,2.03579,2.17261,1.7043,0.526393,10.604499373000003,26.2385,12.8029,
DFT,SquaredIconsSample,Datasets/SquaredIconsSample/182.png,6.83081,39.7861,3.34641,2.1157,2.17261,1.7043,0.450268,13.785849184900005,24.5082,12.0809,
DFT,SquaredIconsSample,Datasets/SquaredIconsSample/182.png,10.1838,38.0517,3.72364,2.19272,2.17261,1.7043,0.363768,17.921603940370005,24.1617,11.4412,
DFT,SquaredIconsSample,Datasets/SquaredIconsSample/182.png,14.2642,36.5883,4.21399,2.26049,2.17261,1.7043,0.29198,23.29808512248101,24.5782,11.5928,
DFT,SquaredIconsSample,Datasets/SquaredIconsSample/182.png,20.7131,34.9683,4.78505,2.3379,2.17261,1.7043,0.231412,30.287510659225312,22.1316,11.5544,
DFT,SquaredIconsSample,Datasets/SquaredIconsSample/182.png,33.8147,32.8397,5.95349,2.40941,2.17261,1.7043,0.153793,51.18589301409078,22.1971,11.3256,
DFT,SquaredIconsSample,Datasets/SquaredIconsSample/182.png,24.771,34.1914,5.38947,2.37587,2.17261,1.7043,0.183533,39.37376385699291,22.1857,11.541,
DFT,SquaredIconsSample,Datasets/SquaredIconsSample/182.png,63.5144,30.1021,7.42029,2.49756,2.17261,1.7043,0.0945902,86.50415919381344,20.3448,11.4327,
DFT,SquaredIconsSample,Datasets/SquaredIconsSample/182.png,44.9719,31.6014,6.64935,2.46154,2.17261,1.7043,0.122734,66.54166091831802,21.1106,11.8427,
DFT,SquaredIconsSample,Datasets/SquaredIconsSample/182.png,73.2668,29.4817,7.81679,2.51597,2.17261,1.7043,0.0828765,112.45540695195746,20.2249,11.5325,
HAAR,SquaredIconsSample,Datasets/SquaredIconsSample/182.png,3.28451,42.9661,2.69238,3.84962,2.17261,1.33054,1.12893,0.7692307692307692,33.1242,13.6303,
HAAR,SquaredIconsSample,Datasets/SquaredIconsSample/182.png,2.58651,44.0037,2.85502,4.01044,2.17261,1.33054,1.09952,1.0,32.2403,14.1313,
HAAR,SquaredIconsSample,Datasets/SquaredIconsSample/182.png,3.75212,42.388,3.7555,4.92308,2.17261,1.33054,0.742143,2.197,30.6038,13.6386,
HAAR,SquaredIconsSample,Datasets/SquaredIconsSample/182.png,2.81771,43.6318,3.45169,4.61955,2.17261,1.33054,0.847011,1.6900000000000002,30.9593,13.9327,
HAAR,SquaredIconsSample,Datasets/SquaredIconsSample/182.png,5.78638,40.5067,3.16049,4.36364,2.17261,1.33054,0.906788,1.3,31.0698,13.886,
HAAR,SquaredIconsSample,Datasets/SquaredIconsSample/182.png,3.08114,43.2437,4.02621,5.14573,2.17261,1.33054,0.698093,2.8561000000000005,31.4942,14.3389,
HAAR,SquaredIconsSample,Datasets/SquaredIconsSample/182.png,4.22648,41.871,4.30252,5.44681,2.17261,1.33054,0.613369,3.7129300000000005,29.933,13.4021,
HAAR,SquaredIconsSample,Datasets/SquaredIconsSample/182.png,4.96436,41.1722,4.95484,5.96505,2.17261,1.33054,0.464347,6.274851700000002,29.0964,14.0405,
HAAR,SquaredIconsSample,Datasets/SquaredIconsSample/182.png,5.37565,40.8265,4.65455,5.71004,2.17261,1.33054,0.52876,4.826809000000001,30.3908,13.6248,
HAAR,SquaredIconsSample,Datasets/SquaredIconsSample/182.png,3.74373,42.3978,5.27835,6.20606,2.17261,1.33054,0.403286,8.157307210000003,29.4119,13.6805,
HAAR,SquaredIconsSample,Datasets/SquaredIconsSample/182.png,7.52913,39.3634,5.58545,6.38669,2.17261,1.33054,0.356665,10.604499373000003,29.1497,12.7588,
HAAR,SquaredIconsSample,Datasets/SquaredIconsSample/182.png,8.53312,38.8197,6.11952,6.81153,2.17261,1.33054,0.263157,17.921603940370005,28.688,13.171,
HAAR,SquaredIconsSample,Datasets/SquaredIconsSample/182.png,11.2097,37.6349,6.4,6.96599,2.17261,1.33054,0.214044,23.29808512248101,28.481,13.4144,
HAAR,SquaredIconsSample,Datasets/SquaredIconsSample/182.png,6.52409,39.9856,5.91908,6.60645,2.17261,1.33054,0.299228,13.785849184900005,29.3255,13.339,
HAAR,SquaredIconsSample,Datasets/SquaredIconsSample/182.png,22.3137,34.6451,6.79646,7.26241,2.17261,1.33054,0.139936,39.37376385699291,27.5005,13.0988,
HAAR,SquaredIconsSample,Datasets/SquaredIconsSample/182.png,13.1357,36.9463,6.59227,7.09469,2.17261,1.33054,0.176709,30.287510659225312,28.5727,12.743,
HAAR,SquaredIconsSample,Datasets/SquaredIconsSample/182.png,44.5017,31.647,7.21127,7.49268,2.17261,1.33054,0.0779991,86.50415919381344,26.5378,12.8823,
HAAR,SquaredIconsSample,Datasets/SquaredIconsSample/182.png,32.9387,32.9537,7.14419,7.45631,2.17261,1.33054,0.0879488,66.54166091831802,26.316,13.2082,
HAAR,SquaredIconsSample,Datasets/SquaredIconsSample/182.png,26.9716,33.8217,6.98182,7.34928,2.17261,1.33054,0.108949,51.18589301409078,28.0475,13.6573,
HAAR,SquaredIconsSample,Datasets/SquaredIconsSample/182.png,60.7123,30.298,7.34928,7.5665,2.17261,1.33054,0.0572611,112.45540695195746,26.8306,13.292,
SP,SquaredIconsSample,Datasets/SquaredIconsSample/182.png,1.99251,45.1368,3.40199,4.34512,2.17261,1.71352,1.07027,0.5,33.6885,12.9969,
SP,SquaredIconsSample,Datasets/SquaredIconsSample/182.png,2.22721,44.6532,3.45169,4.38857,2.17261,1.71352,1.03879,0.65,34.7659,13.0888,
SP,SquaredIconsSample,Datasets/SquaredIconsSample/182.png,2.67375,43.8596,3.67025,4.6057,2.17261,1.71352,0.944141,0.8450000000000001,34.5041,13.0786,
SP,SquaredIconsSample,Datasets/SquaredIconsSample/182.png,4.20353,41.8947,3.89848,4.87619,2.17261,1.71352,0.780008,1.0985,32.6293,12.994,
SP,SquaredIconsSample,Datasets/SquaredIconsSample/182.png,5.64795,40.6119,4.04743,4.99512,2.17261,1.71352,0.721838,1.4280500000000003,34.5613,12.9211,
SP,SquaredIconsSample,Datasets/SquaredIconsSample/182.png,7.93343,39.1362,4.2314,5.18919,2.17261,1.71352,0.653296,1.8564650000000003,34.3007,12.341,
SP,SquaredIconsSample,Datasets/SquaredIconsSample/182.png,13.2336,36.914,4.37607,5.28744,2.17261,1.71352,0.570601,2.4134045000000004,31.7876,12.205,
SP,SquaredIconsSample,Datasets/SquaredIconsSample/182.png,39.9018,32.1209,5.50538,6.144,2.17261,1.71352,0.27375,8.960801970185003,31.7827,12.6023,
SP,SquaredIconsSample,Datasets/SquaredIconsSample/182.png,25.198,34.1171,5.06931,5.85143,2.17261,1.71352,0.372222,4.078653605000001,33.076,12.6294,
SP,SquaredIconsSample,Datasets/SquaredIconsSample/182.png,16.9866,35.8297,4.78505,5.58545,2.17261,1.71352,0.484034,3.137425850000001,33.8263,13.1144,
SP,SquaredIconsSample,Datasets/SquaredIconsSample/182.png,30.2572,33.3225,5.21562,5.95349,2.17261,1.71352,0.33536,5.3022496865000015,33.455,13.0428,
SP,SquaredIconsSample,Datasets/SquaredIconsSample/182.png,33.0173,32.9434,5.38947,6.05917,2.17261,1.71352,0.310375,6.892924592450003,32.887,12.609,
SP,SquaredIconsSample,Datasets/SquaredIconsSample/182.png,53.2262,30.8696,5.62637,6.2439,2.17261,1.71352,0.237863,11.649042561240504,31.4585,12.251,
SP,SquaredIconsSample,Datasets/SquaredIconsSample/182.png,81.9342,28.9962,6.19355,6.62069,2.17261,1.71352,0.154434,19.686881928496454,31.9688,12.6232,
SP,SquaredIconsSample,Datasets/SquaredIconsSample/182.png,64.5787,30.0299,6.01174,6.50847,2.17261,1.71352,0.198773,15.143755329612656,32.4387,12.6308,
SP,SquaredIconsSample,Datasets/SquaredIconsSample/182.png,110.381,27.7018,6.46737,6.87248,2.17261,1.71352,0.108946,33.27083045915901,29.6187,12.2845,
SP,SquaredIconsSample,Datasets/SquaredIconsSample/182.png,94.195,28.3905,6.34711,6.75165,2.17261,1.71352,0.133134,25.59294650704539,30.5763,12.1545,
SP,SquaredIconsSample,Datasets/SquaredIconsSample/182.png,158.593,26.128,6.88789,7.16084,2.17261,1.71352,0.0540902,73.09601451877235,29.3035,12.5093,
SP,SquaredIconsSample,Datasets/SquaredIconsSample/182.png,120.017,27.3384,6.60645,6.90337,2.17261,1.71352,0.100764,43.25207959690672,31.7078,12.1633,
SP,SquaredIconsSample,Datasets/SquaredIconsSample/182.png,138.941,26.7025,6.78146,7.11111,2.17261,1.71352,0.0706249,56.22770347597873,30.9128,12.4778,
DCT,SquaredIconsSample,Datasets/SquaredIconsSample/188.png,2.83683,43.6025,3.15725,2.97099,2.62745,2.37982,1.648,0.1,49.5732,34.6921,
DCT,SquaredIconsSample,Datasets/SquaredIconsSample/188.png,3.57039,42.6036,3.37212,3.12513,2.62745,2.37982,1.55789,0.12,49.6744,34.2932,
DCT,SquaredIconsSample,Datasets/SquaredIconsSample/188.png,9.11239,38.5345,4.07427,3.61837,2.62745,2.37982,1.29002,0.20736,48.3085,28.8199,
DCT,SquaredIconsSample,Datasets/SquaredIconsSample/188.png,5.00187,41.1395,3.57209,3.27157,2.62745,2.37982,1.47213,0.144,49.9793,35.0606,
DCT,SquaredIconsSample,Datasets/SquaredIconsSample/188.png,6.55591,39.9645,3.76933,3.42094,2.62745,2.37982,1.38348,0.17279999999999998,48.4044,34.815,
DCT,SquaredIconsSample,Datasets/SquaredIconsSample/188.png,16.1281,36.055,4.6475,3.95367,2.62745,2.37982,1.1327,0.29859839999999993,47.2607,34.5095,
DCT,SquaredIconsSample,Datasets/SquaredIconsSample/188.png,11.7401,37.4341,4.30856,3.7601,2.62745,2.37982,1.22133,0.24883199999999994,48.1046,34.5435,
DCT,SquaredIconsSample,Datasets/SquaredIconsSample/188.png,21.4224,34.8221,4.98701,4.14575,2.62745,2.37982,1.05483,0.3583180799999999,45.9628,34.9348,
DCT,SquaredIconsSample,Datasets/SquaredIconsSample/188.png,27.9589,33.6656,5.29655,4.31461,2.62745,2.37982,0.985402,0.42998169599999986,47.0027,33.9649,
DCT,SquaredIconsSample,Datasets/SquaredIconsSample/188.png,36.5987,32.4961,5.64706,4.51765,2.62745,2.37982,0.918354,0.5159780351999999,46.2818,33.6145,
DCT,SquaredIconsSample,Datasets/SquaredIconsSample/188.png,61.7594,30.2238,6.50847,4.92308,2.62745,2.37982,0.792338,0.7430083706879997,44.5751,33.9296,
DCT,SquaredIconsSample,Datasets/SquaredIconsSample/188.png,48.3021,31.2911,6.04724,4.72615,2.62745,2.37982,0.852614,0.6191736422399998,45.9785,33.2308,
DCT,SquaredIconsSample,Datasets/SquaredIconsSample/188.png,90.8972,28.5453,7.58519,5.32409,2.62745,2.37982,0.67181,1.0699320537907195,44.3551,33.4516,
DCT,SquaredIconsSample,Datasets/SquaredIconsSample/188.png,75.6662,29.3418,6.99772,5.12855,2.62745,2.37982,0.729326,0.8916100448255997,45.4276,34.4625,
DCT,SquaredIconsSample,Datasets/SquaredIconsSample/188.png,106.066,27.875,8.04188,5.50538,2.62745,2.37982,0.624164,1.2839184645488633,45.3592,33.5771,
DCT,SquaredIconsSample,Datasets/SquaredIconsSample/188.png,120.947,27.3048,8.60504,5.67837,2.62745,2.37982,0.578971,1.540702157458636,44.8481,34.6556,
DCT,SquaredIconsSample,Datasets/SquaredIconsSample/188.png,157.585,26.1556,9.97403,6.03536,2.62745,2.37982,0.493223,2.2186111067404357,43.6013,34.2822,
DCT,SquaredIconsSample,Datasets/SquaredIconsSample/188.png,139.316,26.6908,9.30909,5.8738,2.62745,2.37982,0.536917,1.8488425889503632,44.4134,34.2021,
DCT,SquaredIconsSample,Datasets/SquaredIconsSample/188.png,204.181,25.0306,11.2117,6.4,2.62745,2.37982,0.411446,3.1947999937062272,43.3889,32.9839,
DCT,SquaredIconsSample,Datasets/SquaredIconsSample/188.png,174.67,25.7086,10.4846,6.23124,2.62745,2.37982,0.449483,2.662333328088523,43.072,34.1897,
DFT,SquaredIconsSample,Datasets/SquaredIconsSample/188.png,0.503418,51.1115,0.643216,0.659794,2.62745,3.07998,3.07998,0.7692307692307692,35.3433,14.4893,
DFT,SquaredIconsSample,Datasets/SquaredIconsSample/188.png,0.557373,50.6693,0.69518,0.705234,2.62745,3.07998,2.9559,1.3,34.6548,14.3674,
DFT,SquaredIconsSample,Datasets/SquaredIconsSample/188.png,0.0996094,58.1478,0.647282,0.659794,2.62745,3.07998,3.07998,1.0,35.1317,14.7417,
DFT,SquaredIconsSample,Datasets/SquaredIconsSample/188.png,0.854492,48.8137,0.788906,0.802508,2.62745,3.07998,2.65807,2.197,33.158,14.3864,
DFT,SquaredIconsSample,Datasets/SquaredIconsSample/188.png,3.55884,42.6177,1.03226,1.05242,2.62745,3.07998,2.08422,6.274851700000002,30.364,13.5779,
DFT,SquaredIconsSample,Datasets/SquaredIconsSample/188.png,1.10791,47.6858,0.833198,0.850498,2.62745,3.07998,2.55285,2.8561000000000005,33.1579,14.3728,
DFT,SquaredIconsSample,Datasets/SquaredIconsSample/188.png,2.2998,44.5139,0.948148,0.966038,2.62745,3.07998,2.27087,4.826809000000001,31.7619,13.9809,
DFT,SquaredIconsSample,Datasets/SquaredIconsSample/188.png,0.526611,50.9159,0.735104,0.747445,2.62745,3.07998,2.84618,1.6900000000000002,34.0318,14.6904,
DFT,SquaredIconsSample,Datasets/SquaredIconsSample/188.png,1.37646,46.7432,0.884283,0.901408,2.62745,3.07998,2.43514,3.7129300000000005,33.5677,14.5756,
DFT,SquaredIconsSample,Datasets/SquaredIconsSample/188.png,5.08667,41.0665,1.11913,1.13274,2.62745,3.07998,1.93153,8.157307210000003,29.4001,13.7699,
DFT,SquaredIconsSample,Datasets/SquaredIconsSample/188.png,8.58765,38.7921,1.21327,1.2205,2.62745,3.07998,1.77963,10.604499373000003,30.4576,13.331,
DFT,SquaredIconsSample,Datasets/SquaredIconsSample/188.png,15.1406,36.3294,1.323,1.31789,2.62745,3.07998,1.64052,13.785849184900005,28.6341,13.3105,
DFT,SquaredIconsSample,Datasets/SquaredIconsSample/188.png,24.6919,34.2053,1.47126,1.4382,2.62745,3.07998,1.46558,17.921603940370005,28.4311,12.7842,
DFT,SquaredIconsSample,Datasets/SquaredIconsSample/188.png,40.293,32.0785,1.65696,1.57055,2.62745,3.07998,1.27103,23.29808512248101,26.9042,13.4272,
DFT,SquaredIconsSample,Datasets/SquaredIconsSample/188.png,67.6101,29.8307,1.85844,1.70952,2.62745,3.07998,1.09552,30.287510659225312,25.9111,12.8886,
DFT,SquaredIconsSample,Datasets/SquaredIconsSample/188.png,392.097,22.1969,3.67025,2.26049,2.62745,3.07998,0.410424,86.50415919381344,23.2973,11.4466,
DFT,SquaredIconsSample,Datasets/SquaredIconsSample/188.png,116.153,27.4805,2.107,1.85172,2.62745,3.07998,0.928732,39.37376385699291,25.2158,12.7715,
DFT,SquaredIconsSample,Datasets/SquaredIconsSample/188.png,192.0,25.2978,2.48544,2.00784,2.62745,3.07998,0.726895,51.18589301409078,25.1511,12.1639,
DFT,SquaredIconsSample,Datasets/SquaredIconsSample/188.png,292.853,23.4643,3.02065,2.15579,2.62745,3.07998,0.547117,66.54166091831802,24.3109,11.8065,
DFT,SquaredIconsSample,Datasets/SquaredIconsSample/188.png,530.833,20.8812,4.28452,2.34862,2.62745,3.07998,0.313421,112.45540695195746,23.1149,11.668,
HAAR,SquaredIconsSample,Datasets/SquaredIconsSample/188.png,2.62956,43.932,1.9974,2.4208,2.62745,2.18367,1.91498,0.7692307692307692,43.1267,14.3346,
HAAR,SquaredIconsSample,Datasets/SquaredIconsSample/188.png,2.79679,43.6642,2.70899,3.18672,2.62745,2.18367,1.4662,2.197,38.2306,13.7996,
HAAR,SquaredIconsSample,Datasets/SquaredIconsSample/188.png,1.81852,45.5336,3.11562,3.57209,2.62745,2.18367,1.34857,3.7129300000000005,38.0034,15.2591,
HAAR,SquaredIconsSample,Datasets/SquaredIconsSample/188.png,4.68083,41.4276,3.34276,3.78792,2.62745,2.18367,1.27856,4.826809000000001,38.0446,15.1982,
HAAR,SquaredIconsSample,Datasets/SquaredIconsSample/188.png,2.87207,43.5489,2.35042,2.83395,2.62745,2.18367,1.63057,1.3,41.5941,14.4327,
HAAR,SquaredIconsSample,Datasets/SquaredIconsSample/188.png,3.70825,42.4391,3.54734,4.01569,2.62745,2.18367,1.20689,6.274851700000002,38.5982,13.6863,
HAAR,SquaredIconsSample,Datasets/SquaredIconsSample/188.png,5.11532,41.0421,3.84481,4.23724,2.62745,2.18367,1.13596,8.157307210000003,36.5374,13.8123,
HAAR,SquaredIconsSample,Datasets/SquaredIconsSample/188.png,2.48975,44.1693,2.12742,2.54305,2.62745,2.18367,1.88152,1.0,44.4293,14.1153,
HAAR,SquaredIconsSample,Datasets/SquaredIconsSample/188.png,4.61947,41.4849,2.88722,3.37954,2.62745,2.18367,1.4132,2.8561000000000005,40.3138,14.705,
HAAR,SquaredIconsSample,Datasets/SquaredIconsSample/188.png,4.50879,41.5902,2.50571,2.99707,2.62745,2.18367,1.56497,1.6900000000000002,42.2228,15.3165,
HAAR,SquaredIconsSample,Datasets/SquaredIconsSample/188.png,7.03125,39.6605,4.09055,4.46512,2.62745,2.18367,1.06801,10.604499373000003,38.477,14.3032,
HAAR,SquaredIconsSample,Datasets/SquaredIconsSample/188.png,9.40715,38.3962,4.36984,4.74807,2.62745,2.18367,0.98216,13.785849184900005,32.4932,16.4287,
HAAR,SquaredIconsSample,Datasets/SquaredIconsSample/188.png,21.2491,34.8574,5.03607,5.33333,2.62745,2.18367,0.798218,23.29808512248101,33.2697,15.8542,
HAAR,SquaredIconsSample,Datasets/SquaredIconsSample/188.png,16.4571,35.9673,4.69008,5.03607,2.62745,2.18367,0.898404,17.921603940370005,34.6339,17.0118,
HAAR,SquaredIconsSample,Datasets/SquaredIconsSample/188.png,36.7931,32.4731,5.38947,5.6679,2.62745,2.18367,0.684888,30.287510659225312,31.762,15.9295,
HAAR,SquaredIconsSample,Datasets/SquaredIconsSample/188.png,56.3542,30.6215,5.68889,5.96505,2.62745,2.18367,0.601193,39.37376385699291,42.484,13.8477,
HAAR,SquaredIconsSample,Datasets/SquaredIconsSample/188.png,82.9661,28.9418,6.03536,6.26939,2.62745,2.18367,0.51538,51.18589301409078,35.1838,13.1905,
HAAR,SquaredIconsSample,Datasets/SquaredIconsSample/188.png,179.017,25.6019,6.57816,6.76652,2.62745,2.18367,0.363564,86.50415919381344,32.2248,13.2246,
HAAR,SquaredIconsSample,Datasets/SquaredIconsSample/188.png,132.689,26.9024,6.32099,6.49471,2.62745,2.18367,0.438187,66.54166091831802,32.5866,12.9451,
HAAR,SquaredIconsSample,Datasets/SquaredIconsSample/188.png,293.427,23.4558,6.79646,6.98182,2.62745,2.18367,0.300513,112.45540695195746,30.3454,13.0025,
SP,SquaredIconsSample,Datasets/SquaredIconsSample/188.png,1.6862,45.8617,2.2277,2.55574,2.62745,2.49324,2.05682,0.5,39.8089,13.5269,
SP,SquaredIconsSample,Datasets/SquaredIconsSample/188.png,2.79858,43.6614,2.49959,2.79527,2.62745,2.49324,1.86167,0.8450000000000001,38.6975,13.3114,
SP,SquaredIconsSample,Datasets/SquaredIconsSample/188.png,2.14372,44.8191,2.27387,2.60119,2.62745,2.49324,2.00115,0.65,39.086,13.3023,
SP,SquaredIconsSample,Datasets/SquaredIconsSample/188.png,35.4732,32.6318,3.42475,3.71014,2.62745,2.49324,1.18973,3.137425850000001,35.655,12.8663,
SP,SquaredIconsSample,Datasets/SquaredIconsSample/188.png,3.98201,42.1298,2.57071,2.88722,2.62745,2.49324,1.74714,1.0985,38.4334,13.1142,
SP,SquaredIconsSample,Datasets/SquaredIconsSample/188.png,13.7072,36.7613,2.97099,3.20668,2.62745,2.49324,1.47288,1.8564650000000003,37.8533,13.2639,
SP,SquaredIconsSample,Datasets/SquaredIconsSample/188.png,23.2065,34.4747,3.10303,3.35005,2.62745,2.49324,1.33683,2.4134045000000004,37.7195,13.2038,
SP,SquaredIconsSample,Datasets/SquaredIconsSample/188.png,7.7207,39.2542,2.74041,3.03557,2.62745,2.49324,1.60617,1.4280500000000003,39.2992,13.2202,
SP,SquaredIconsSample,Datasets/SquaredIconsSample/188.png,58.4833,30.4605,3.59298,3.89354,2.62745,2.49324,1.05311,4.078653605000001,35.967,13.3682,
SP,SquaredIconsSample,Datasets/SquaredIconsSample/188.png,102.742,28.0133,3.84,4.1626,2.62745,2.49324,0.911634,5.3022496865000015,34.7286,12.864,
SP,SquaredIconsSample,Datasets/SquaredIconsSample/188.png,179.623,25.5872,4.10695,4.42014,2.62745,2.49324,0.794441,6.892924592450003,35.1942,12.8574,
SP,SquaredIconsSample,Datasets/SquaredIconsSample/188.png,831.29,18.9333,5.49553,5.78531,2.62745,2.49324,0.311012,25.59294650704539,34.1724,12.3763,
SP,SquaredIconsSample,Datasets/SquaredIconsSample/188.png,566.284,20.6005,5.06931,5.3057,2.62745,2.49324,0.454987,15.143755329612656,34.5316,12.3396,
SP,SquaredIconsSample,Datasets/SquaredIconsSample/188.png,700.988,19.6737,5.20678,5.46619,2.62745,2.49324,0.375594,19.686881928496454,34.1106,12.4903,
SP,SquaredIconsSample,Datasets/SquaredIconsSample/188.png,279.876,23.6612,4.36364,4.62651,2.62745,2.49324,0.678133,8.960801970185003,36.4246,12.8627,
SP,SquaredIconsSample,Datasets/SquaredIconsSample/188.png,443.418,21.6627,4.64048,4.89952,2.62745,2.49324,0.55923,11.649042561240504,36.2054,12.5625,
SP,SquaredIconsSample,Datasets/SquaredIconsSample/188.png,1231.19,17.2275,5.90769,6.20606,2.62745,2.49324,0.203772,43.25207959690672,30.9902,12.7003,
SP,SquaredIconsSample,Datasets/SquaredIconsSample/188.png,1010.39,18.0859,5.68889,6.04724,2.62745,2.49324,0.251196,33.27083045915901,32.9259,12.5071,
SP,SquaredIconsSample,Datasets/SquaredIconsSample/188.png,1372.72,16.755,6.15631,6.41336,2.62745,2.49324,0.168726,56.22770347597873,32.5646,12.6255,
SP,SquaredIconsSample,Datasets/SquaredIconsSample/188.png,1611.08,16.0596,6.34711,6.67826,2.62745,2.49324,0.127126,73.09601451877235,32.8766,12.2742,
DCT,SquaredIconsSample,Datasets/SquaredIconsSample/205.png,8.41512,38.8802,1.8506,2.00653,5.2946,4.64693,2.95625,0.12,58.7254,36.9872,
DCT,SquaredIconsSample,Datasets/SquaredIconsSample/205.png,10.4306,37.9477,1.98578,2.15428,5.2946,4.64693,2.77947,0.144,57.8345,37.0148,
DCT,SquaredIconsSample,Datasets/SquaredIconsSample/205.png,6.84098,39.7796,1.72778,1.88351,5.2946,4.64693,3.15225,0.1,60.1101,36.9009,
DCT,SquaredIconsSample,Datasets/SquaredIconsSample/205.png,12.9533,37.007,2.13779,2.29596,5.2946,4.64693,2.60331,0.17279999999999998,55.4144,37.0145,
DCT,SquaredIconsSample,Datasets/SquaredIconsSample/205.png,15.8318,36.1355,2.30112,2.44976,5.2946,4.64693,2.43621,0.20736,55.1508,36.4164,
DCT,SquaredIconsSample,Datasets/SquaredIconsSample/205.png,31.8126,33.1048,3.1379,3.17028,5.2946,4.64693,1.84479,0.42998169599999986,51.2452,34.9611,
DCT,SquaredIconsSample,Datasets/SquaredIconsSample/205.png,22.2915,34.6494,2.68297,2.80292,5.2946,4.64693,2.12582,0.29859839999999993,52.2477,34.9157,
DCT,SquaredIconsSample,Datasets/SquaredIconsSample/205.png,18.769,35.3964,2.49148,2.61447,5.2946,4.64693,2.28421,0.24883199999999994,54.3399,35.3697,
DCT,SquaredIconsSample,Datasets/SquaredIconsSample/205.png,26.3592,33.9215,2.90634,2.97674,5.2946,4.64693,1.98357,0.3583180799999999,51.8109,35.6373,
DCT,SquaredIconsSample,Datasets/SquaredIconsSample/205.png,38.2471,32.3048,3.40199,3.36105,5.2946,4.64693,1.72521,0.5159780351999999,50.326,34.9718,
DCT,SquaredIconsSample,Datasets/SquaredIconsSample/205.png,46.13,31.491,3.67464,3.58042,5.2946,4.64693,1.60143,0.6191736422399998,50.8963,34.3542,
DCT,SquaredIconsSample,Datasets/SquaredIconsSample/205.png,55.4444,30.6922,3.98961,3.81615,5.2946,4.64693,1.47358,0.7430083706879997,49.459,34.531,
DCT,SquaredIconsSample,Datasets/SquaredIconsSample/205.png,65.3204,29.9803,4.32676,4.04211,5.2946,4.64693,1.35591,0.8916100448255997,49.2722,34.2026,
DCT,SquaredIconsSample,Datasets/SquaredIconsSample/205.png,77.073,29.2618,4.65455,4.26075,5.2946,4.64693,1.25575,1.0699320537907195,47.3999,34.0453,
DCT,SquaredIconsSample,Datasets/SquaredIconsSample/205.png,154.689,26.2362,6.64935,5.26027,5.2946,4.64693,0.855941,2.2186111067404357,45.2459,33.6328,
DCT,SquaredIconsSample,Datasets/SquaredIconsSample/205.png,93.6815,28.4143,5.12,4.53097,5.2946,4.64693,1.14406,1.2839184645488633,47.635,34.186,
DCT,SquaredIconsSample,Datasets/SquaredIconsSample/205.png,130.283,26.9819,6.04724,4.98701,5.2946,4.64693,0.95421,1.8488425889503632,47.0582,33.4304,
