dataset,image_path,mse,psnr,original_entropy,transformed_entropy,quantized_entropy,encode_ms,quant_ms,entropy_enc_ms,entropy_dec_ms,dequant_ms,inverse_ms,error
SquaredKodak,Datasets\SquaredKodak\4.png,2.77968,43.6909,7.39437,3.85826,3.85826,32.0832,0.0,0.0,0.0,0.0,27.9711,
SquaredKodak,Datasets\SquaredKodak\5.png,2.59848,43.9836,7.51401,4.98335,4.98335,47.2035,0.0,0.0,0.0,0.0,51.1872,
SquaredKodak,Datasets\SquaredKodak\6.png,2.47047,44.203,7.59726,3.96893,3.96893,39.823,0.0,0.0,0.0,0.0,35.5896,
SquaredKodak,Datasets\SquaredKodak\7.png,2.5523,44.0615,7.34398,3.88424,3.88424,32.7355,0.0,0.0,0.0,0.0,25.5488,
SquaredKodak,Datasets\SquaredKodak\8.png,2.33325,44.4512,7.69338,4.76305,4.76305,60.5417,0.0,0.0,0.0,0.0,52.0954,
SquaredKodak,Datasets\SquaredKodak\9.png,2.65233,43.8945,7.22323,3.60637,3.60637,26.7446,0.0,0.0,0.0,0.0,28.1269,
TextureImages,Datasets\TextureImages\14.png,0.262727,53.9358,7.62186,3.43452,3.43452,102.131,0.0,0.0,0.0,0.0,166.853,
TextureImages,Datasets\TextureImages\15.png,0.257632,54.0208,7.08236,3.49819,3.49819,30.3064,0.0,0.0,0.0,0.0,22.3972,
TextureImages,Datasets\TextureImages\17.png,0.33668,52.8586,7.29421,3.38529,3.38529,183.782,0.0,0.0,0.0,0.0,174.895,
TextureImages,Datasets\TextureImages\28.png,0.238441,54.357,6.62142,3.95733,3.95733,22.9484,0.0,0.0,0.0,0.0,22.7135,
TextureImages,Datasets\TextureImages\29.png,0.296567,53.4096,7.18824,3.08873,3.08873,164.713,0.0,0.0,0.0,0.0,171.431,
TextureImages,Datasets\TextureImages\33.png,0.298823,53.3767,7.15159,3.5739,3.5739,34.2535,0.0,0.0,0.0,0.0,48.0066,
TextureImages,Datasets\TextureImages\34.png,0.287426,53.5455,7.02022,3.34737,3.34737,175.178,0.0,0.0,0.0,0.0,163.358,
TextureImages,Datasets\TextureImages\35.png,0.3733,52.4102,5.5972,3.02634,3.02634,186.376,0.0,0.0,0.0,0.0,184.233,
TextureImages,Datasets\TextureImages\36.png,0.295844,53.4202,6.65604,3.38073,3.38073,46.7022,0.0,0.0,0.0,0.0,46.1519,
TextureImages,Datasets\TextureImages\37.png,0.191398,55.3114,6.61883,2.70241,2.70241,101.136,0.0,0.0,0.0,0.0,170.527,
TextureImages,Datasets\TextureImages\38.png,0.392481,52.1926,6.67638,3.24308,3.24308,159.705,0.0,0.0,0.0,0.0,93.5898,
TextureImages,Datasets\TextureImages\39.png,0.376953,52.3679,2.99941,0.293658,0.293658,29.5264,0.0,0.0,0.0,0.0,22.1993,
TextureImages,Datasets\TextureImages\48.png,0.349963,52.6906,6.53126,3.25289,3.25289,110.448,0.0,0.0,0.0,0.0,85.7663,
TextureImages,Datasets\TextureImages\49.png,0.362925,52.5326,7.04483,3.8906,3.8906,27.0148,0.0,0.0,0.0,0.0,22.5085,
TextureImages,Datasets\TextureImages\54.png,0.34037,52.8113,7.1168,3.35023,3.35023,94.8482,0.0,0.0,0.0,0.0,94.8127,
TextureImages,Datasets\TextureImages\55.png,0.431791,51.7781,6.34407,3.79512,3.79512,37.0762,0.0,0.0,0.0,0.0,21.0628,
TextureImages,Datasets\TextureImages\56.png,0.405758,52.0481,2.98329,0.45725,0.45725,19.4686,0.0,0.0,0.0,0.0,23.6286,
TextureImages,Datasets\TextureImages\57.png,0.315034,53.1472,7.91176,3.83437,3.83437,33.7749,0.0,0.0,0.0,0.0,26.1999,
TextureImages,Datasets\TextureImages\58.png,0.335176,52.8781,6.58026,3.69914,3.69914,31.489,0.0,0.0,0.0,0.0,24.1257,
TextureImages,Datasets\TextureImages\59.png,0.353975,52.6411,6.50974,3.75766,3.75766,29.222,0.0,0.0,0.0,0.0,50.9725,
TextureImages,Datasets\TextureImages\60.png,0.248106,54.1844,6.3291,2.78301,2.78301,140.251,0.0,0.0,0.0,0.0,167.473,
TextureImages,Datasets\TextureImages\61.png,0.325879,53.0002,6.75286,3.76358,3.76358,21.4159,0.0,0.0,0.0,0.0,23.1788,
TextureImages,Datasets\TextureImages\62.png,0.316936,53.1211,7.17154,3.71187,3.71187,25.1145,0.0,0.0,0.0,0.0,23.5429,
TextureImages,Datasets\TextureImages\63.png,0.239051,54.3459,6.64648,2.56897,2.56897,92.6534,0.0,0.0,0.0,0.0,169.101,
TextureImages,Datasets\TextureImages\64.png,0.319364,53.0879,6.60791,3.83157,3.83157,24.0253,0.0,0.0,0.0,0.0,25.5093,
SUMMARY,counts,,,,,,,,,,,,total=349; success=349; errors=0
SUMMARY,mse,count=349; mean=1.333037; std=0.812339; min=0.017040; median=1.198270; max=2.855620,,,,,,,,,,,
SUMMARY,psnr,,count=349; mean=48.170756; std=4.089407; min=43.573800; median=47.345200; max=65.816200,,,,,,,,,,
SUMMARY,original_entropy,,,count=349; mean=4.775258; std=1.804862; min=1.222650; median=4.505470; max=7.911760,,,,,,,,,
SUMMARY,transformed_entropy,,,,count=349; mean=1.520012; std=1.586039; min=0.183336; median=0.660977; max=5.655220,,,,,,,,
SUMMARY,quantized_entropy,,,,,count=349; mean=1.520012; std=1.586039; min=0.183336; median=0.660977; max=5.655220,,,,,,,
SUMMARY,encode_ms,,,,,count=349; mean=45.462867; std=37.508887; min=19.468600; median=32.113300; max=239.484000,,,,,,,count=349; mean=45.462867; std=37.508887; min=19.468600; median=32.113300; max=239.484000
SUMMARY,quant_ms,,,,,count=349; mean=0.000000; std=0.000000; min=0.000000; median=0.000000; max=0.000000,,,,,,,count=349; mean=0.000000; std=0.000000; min=0.000000; median=0.000000; max=0.000000
SUMMARY,entropy_enc_ms,,,,,count=349; mean=0.000000; std=0.000000; min=0.000000; median=0.000000; max=0.000000,,,,,,,count=349; mean=0.000000; std=0.000000; min=0.000000; median=0.000000; max=0.000000
SUMMARY,entropy_dec_ms,,,,,count=349; mean=0.000000; std=0.000000; min=0.000000; median=0.000000; max=0.000000,,,,,,,count=349; mean=0.000000; std=0.000000; min=0.000000; median=0.000000; max=0.000000
SUMMARY,dequant_ms,,,,,count=349; mean=0.000000; std=0.000000; min=0.000000; median=0.000000; max=0.000000,,,,,,,count=349; mean=0.000000; std=0.000000; min=0.000000; median=0.000000; max=0.000000
SUMMARY,inverse_ms,,,,,count=349; mean=48.092967; std=36.112017; min=17.620200; median=41.184200; max=219.144000,,,,,,,count=349; mean=48.092967; std=36.112017; min=17.620200; median=41.184200; max=219.144000
